,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business2_RAW-0000-Customer,Business2_RAW-0000-Customer,Приветствую.,,Salut.,Ehilà.,Hallo.,Hola.,Hola.,안녕하세요.,,どーも。,Oi.,哈啰。,哈囉。,,,,,
Business2_RAW-0001-Alta,Business2_RAW-0001-Alta,"Эм, погодите. Вы тот же человек, с которым я только что говорила?",,Euh… attends… c'est pas à toi que je viens de parler ?,Ehm… aspetta un attimo... non ti ho appena parlato?,"Äh, warte mal. Bist du derselbe Typ, mit dem ich gerade geredet hab?","Ah, un momento. ¿Eres la misma persona con la que acabo de hablar?","A ver, espera... ¿Eres la misma persona con la que acabo de hablar?",응? 잠시만요. 방금 나와 얘기하지 않았어요?,,ちょっと待った。あんた、さっき話した人だよね？,"Ah, espera aí. Você é o mesmo cara com quem acabei de falar?",呃，等等。之前和我说话的人是你吗？,呃，等一下。你是我剛才講過話的那個傢伙嗎？,,,,,
Business2_RAW-0002-Customer,Business2_RAW-0002-Customer,Вы ошибаетесь. Мы с вами не разговаривали.,,"Tu fais erreur. Toi et moi, on n'a jamais parlé.",Ti stai sbagliando. Non abbiamo mai parlato.,Du irrst dich. Wir haben uns noch nicht unterhalten.,Te equivocas. Tú y yo no hemos hablado.,Te equivocas. Tú y yo nunca habíamos hablado.,잘못 아셨습니다. 우린 대화한 적이 없어요.,,誤解です。あなたと話したことはない。,Você está enganada. Você e eu não conversamos.,你认错人了。我们之前没说过话。,你認錯人了。我們還沒講過話。,,,,,
Business2_RAW-0003-Customer,Business2_RAW-0003-Customer,"Вы, должно быть, говорили с {{Джерри}}. Я {{Ларри}}.",,"Tu as dû parler avec {{Jerry}}. Moi, je suis {{Larry}}.",Devi aver parlato con {{Jerry}}. Io sono {{Larry}}.,Du musst mit {{Jerry}} geredet haben. Ich bin {{Larry}}.,Debes de haber hablado con {{Jerry}}. Yo soy {{Larry}}.,Debes haber hablado con {{Jerry}}. Yo soy {{Larry}}.,{{Jerry}}와 대화하신 모양이죠. 저는 {{Larry}}입니다.,,きっと{{ジェリー}}と話したんでしょう。僕は{{ラリー}}です。,Você deve ter falado com o {{Jerry}}. Eu sou o {{Larry}}.,跟你说话的肯定是{{Jerry}}。我是{{Larry}}。,你說的一定是{{Jerry}}。我是{{Larry}}。,,,,,
Business2_RAW-0004-Larry,Business2_RAW-0004-Larry,"Возможно, вы сможете мне помочь. Я нужен в зале заседаний, для презентации.",,"Tu vas peut-être pouvoir m'aider. On m'attend à la salle de conférence, pour la présentation.","Forse puoi aiutarmi. Sono atteso nella sala riunioni, per una presentazione.","Vielleicht kannst du mir helfen. Ich werde im Sitzungssaal erwartet, zur Präsentation.",A lo mejor puedes ayudarme. Me necesitan en la sala de juntas para la presentación.,Quizás puedas ayudarme. Me necesitan en la sala de juntas para la presentación.,좀 도와주세요. 프레젠테이션 때문에 회의실에 가야 합니다.,,力をお借りしたい。役員会議室でプレゼンをしなくてはならないのです。,"Talvez você possa me ajudar. Preciso de uma sala de reuniões, para a apresentação.",能不能帮个忙？我得去会议室做演讲。,或許你能幫我。我要去會議室報告。,,,,,
Business2_RAW-0005-Larry,Business2_RAW-0005-Larry,Я выбиваюсь из графика. Можете направить меня в зал заседаний?,,Je suis en retard. Tu peux m'indiquer où se trouve la salle de conférence ?,Sono in ritardo. Mi puoi indicare dove si trova la sala riunioni?,"Ich bin spät dran. Kannst du mir sagen, wo der Sitzungssaal ist?",Voy con retraso. ¿Puedes indicarme dónde está la sala de juntas?,Vengo un poco atrasado. ¿Puedes indicarme dónde está la sala de juntas?,제가 지금 늦었거든요. 회의실로 안내해 주시겠어요?,,もう遅刻だ。役員会議室に案内してもらえませんか？,Estou atrasado. Pode me dizer onde fica a sala de reuniões?,我已经迟到了。能告诉我会议室怎么走吗？,我已經滯後了。你可以告訴我會議室在哪裡嗎？,,,,,
Business2_RAW-0006-Choice,Business2_RAW-0006-Choice,"Вы, ребята, оба СОВЕРШЕННО сбились с курса.",,"Vous êtes complétement perdus, les gars.",Siete tutti completamente fuori strada.,Ihr Jungs seid TOTAL vom Kurs ab.,Los dos estáis completamente desubicados.,Los dos están TOTALMENTE perdidos.,두 분 다 길을 완전히 잘못 들었어요.,,あんたたち2人とも、完全にズレてる。,Vocês estão no caminho TOTALMENTE errado.,你们俩都完全找错地方了。,你們根本找錯地方了。,,,,,
Business2_RAW-0007-Choice,Business2_RAW-0007-Choice,Вы здесь. Вы добрались. Добро пожаловать.,,Tu y es. Tu es arrivé. Bienvenue.,Ci sei. Ce l'hai fatta. Benvenuto.,Du bist hier. Du hast es geschafft. Willkommen.,Estás aquí. Lo has conseguido. Bienvenido.,Es aquí. Llegaste. Bienvenido.,잘 도착하셨어요. 바로 여기예요. 환영합니다.,,ここだよ。よく来たね。歓迎する。,Você chegou. Conseguiu. Bem-vindo.,你已经到了。你赶上时间了。欢迎。,你來了。你終於到了。歡迎。,,,,,
Business2_RAW-0008-Larry,Business2_RAW-0008-Larry,"«Вы, ребята»?",From [0006-Choice],"""Les gars"" ?","""Tutti""?",„Ihr Jungs“?,"¿""Los dos""?",¿«Los dos»?,두 분'이요?,,“あんたたち”？,"""Vocês""?",“你们俩”？,「你們」？,,,,,
Business2_RAW-0009-Alta,Business2_RAW-0009-Alta,"Вы и {{Джерри}}. Я полагаю, вы идёте в один и тот же зал заседаний.",,Toi et {{Jerry}}. J'imagine que vous allez dans la même salle de conférence.,Tu e {{Jerry}}. Immagino che siate diretti nella stessa sala riunioni.,"Du und {{Jerry}}. Ich gehe davon aus, dass ihr in denselben Sitzungssaal wollt.",{{Jerry}} y tú. Supongo que vais a la misma sala de juntas.,{{Jerry}} y tú. Supongo que van a la misma sala de juntas.,손님과 {{Jerry}} 말이에요. 두 분이 같은 회의실로 가려던 것 아니었나요.,,あんたと{{ジェリー}}のこと。同じ役員会議室へ行きたいんだろ？,Você e o {{Jerry}}. Imagino que estejam indo pra mesma sala de reuniões.,你和{{Jerry}}。我猜你们要去同一间会议室吧。,你跟{{Jerry}}。我猜你們要去同一間會議室。,,,,,
Business2_RAW-0010-Larry,Business2_RAW-0010-Larry,Нет-нет-нет. Вы ошибаетесь. {{Джерри}} и я работаем в разных отделах.,"""Departments"" means different parts of the same company","Non, non, non. Pas du tout. {{Jerry}} et moi on travaille pas dans le même département.","No, no, no. Ti stai sbagliando. Io e {{Jerry}} lavoriamo in dipartimenti diversi.","Nein, nein, nein. Du irrst dich. {{Jerry}} und ich arbeiten in unterschiedlichen Abteilungen.","No, no, no. Te equivocas. {{Jerry}} y yo trabajamos en departamentos diferentes.","No, no, no. Te equivocas. {{Jerry}} y yo trabajamos en departamentos diferentes.","아니요, 아닙니다. 잘못 아셨어요. {{Jerry}}와는 일하는 부서가 달라요.",,いやいや、それは誤解です。{{ジェリー}}とは働いている部署が違いますから。,"Não, não, não. Você se engana. O {{Jerry}} e eu trabalhamos em departamentos diferentes.",不不不，你搞错了。{{Jerry}}和我不在一个部门。,不不不。你錯了。{{Jerry}}跟我屬於不同部門。,,,,,
Business2_RAW-0011-Larry,Business2_RAW-0011-Larry,"{{Джерри}} менее стабилен в обеспечении квартального роста для своего отдела, чем я.",,{{Jerry}} est moins doué que moi pour la croissance trimestrielle de son département.,{{Jerry}} è meno attendibile di me nel garantire la crescita economica trimestrale del suo dipartimento.,{{Jerry}} sorgt weniger verlässlich für quartalsmäßiges Wachstum seiner Abteilung als ich.,{{Jerry}} es menos constante que yo a la hora de generar crecimiento trimestral para su departamento.,{{Jerry}} es menos constante que yo a la hora de generar crecimiento trimestral para su departamento.,{{Jerry}}는 자기 부서의 분기별 성장률에 저만큼 꾸준히 기여하지 못하고 있거든요.,,{{ジェリー}}は自分の部署に、僕ほどの四半期成長率をもたらしていません。,O {{Jerry}} apresenta uma menor consistência na apresentação de crescimento trimestral para seu departamento que eu.,{{Jerry}}在为他的部门实现季度增长方面不如我稳定。,我有辦法穩定地達成季度成長，相較之下，{{Jerry}}就比較沒辦法為他的部門做到這點。,,,,,
Business2_RAW-0012-Larry,Business2_RAW-0012-Larry,По этой причине меня попросили представить презентацию совету директоров.,,C'est pour cette raison qu'on m'a demandé de venir faire une présentation au comité directeur.,Per questo motivo mi è stato chiesto di fare una presentazione al consiglio d'amministrazione.,"Darum wurde ich gebeten, eine Präsentation für den Vorstand zu halten.","Por ese motivo, me pidieron que hiciera una presentación ante la junta.","Por ese motivo, me pidieron que hiciera una presentación ante la junta.",그래서 제가 임원들 앞에서 프레젠테이션을 하도록 요청받았습니다.,,だからこそ、この僕が、役員向けにプレゼンするよう頼まれたんです。,"Por esse motivo, fui incumbido de fazer uma apresentação à diretoria.",因此，他们安排我向董事会做演讲。,所以，我被指示要向董事會發表報告。,,,,,
Business2_RAW-0013-Larry,Business2_RAW-0013-Larry,Я добрался??,From [0007-Choice],Ah oui ?,Ce l'ho fatta?,Hab ich das?,"¿Ah, sí?","Ah, ¿sí?",여기라고요??,,本当に？,É mesmo??,我已经到了？？,真的嗎？？,,,,,
Business2_RAW-0014-Alta,Business2_RAW-0014-Alta,"Да, добрались.",,Ah oui.,Ce l'hai fatta.,Hast du.,Sí.,Sí.,여기 맞아요.,,そうだよ。,É.,你到了。,真的。,,,,,
Business2_RAW-0015-Larry,Business2_RAW-0015-Larry,"Что ж, тогда, полагаю, я скоро представлю свою презентацию.",,"Bon, alors j'imagine que je vais bientôt pouvoir faire ma présentation.","Bene, suppongo che la mia presentazione inizierà fra poco.","Nun, dann soll ich sicher bald meine Präsentation halten.","Bueno, entonces supongo que pronto haré mi presentación.","Bueno, entonces supongo que pronto haré mi presentación.",그럼 곧 프레젠테이션을 시작하게 되겠군요.,,では、すぐにプレゼンに取りかかるとしよう。,"Bom, suponho que logo farei a minha apresentação.",好吧，我想很快该我做演讲了。,好吧，那我最好快點發表報告。,,,,,
Business2_RAW-0016-Larry,Business2_RAW-0016-Larry,"Чтобы подготовиться к презентации, мне требуется кофе.",,"Et pour préparer ma présentation, il me faut du café.",Per prepararmi alla mia presentazione ho bisogno di caffè.,"Um mich auf meine Präsentation vorzubereiten, benötige ich Kaffee.","Para prepararme para mi presentación, necesito café.","Para prepararme para mi presentación, necesito café.",프레젠테이션을 준비하려면 커피가 필요해요.,,プレゼンの準備をするには、コーヒーが必要です。,"Para me preparar para a minha apresentação, solicito café.",准备开始演讲前，我需要喝咖啡。,為了報告，我需要喝咖啡。,,,,,
Business2_RAW-0017-Alta,Business2_RAW-0017-Alta,"У нас нет кофе, только чай.",,On n'a pas café. Seulement du thé.,"Non abbiamo caffè, solo tè.","Wir haben keinen Kaffee, nur Tee.","No tenemos café, solo té.",No tenemos café. Solo té.,커피는 안 돼요. 차밖에 없어요.,,うちにはコーヒーはない。お茶だけだ。,"Não temos café, só chá.",我们这没咖啡，只有茶。,你們沒有咖啡，只有茶。,,,,,
