,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business1_RAW-0000-Jerry,Business1_RAW-0000-Jerry,Приветствую. Я {{Джерри}}.,,Salut. Je suis {{Jerry}}.,"Ehilà. Piacere, sono {{Jerry}}.",Hallo. Ich bin {{Jerry}}.,Hola. Soy {{Jerry}}.,Hola. Soy {{Jerry}}.,안녕하세요. {{Jerry}}라고 합니다.,,どーも、僕は{{ジェリー}}です。,Olá. Me chamo {{Jerry}}.,哈啰。我是{{Jerry}}。,哈囉。我是{{Jerry}}。,,,,,
Business1_RAW-0001-Jerry,Business1_RAW-0001-Jerry,"Возможно, вы сможете мне помочь. Совещание скоро начнётся, и я выбиваюсь из графика.","""Meeting as in, a business meeting in an office""",Tu vas peut-être pouvoir m'aider. La réunion va bientôt commencer et je suis en retard.,Forse puoi aiutarmi. La riunione sta per iniziare e sono in ritardo.,Vielleicht kannst du mir helfen. Das Meeting fängt bald an und ich bin spät dran.,A lo mejor puedes ayudarme. La reunión comenzará pronto y voy con retraso.,Quizás puedas ayudarme. La reunión comienza pronto y vengo un poco atrasado.,좀 도와주세요. 곧 회의가 시작되는데 제가 늦었거든요.,,力をお借りしたい。まもなく会議が始まるんです。このままでは遅刻してしまう。,Talvez você possa me ajudar. A reunião vai começar daqui a pouco e eu estou um pouco atrasado.,能不能帮个忙？会议马上就要开始，而我却晚点了。,或許你能幫我。會議就要開始了，而我已經超時了。,,,,,
Business1_RAW-0002-Jerry,Business1_RAW-0002-Jerry,"Следовательно, мне нужно попасть в зал заседаний. Где зал заседаний?",A boardroom is a place where the managers of a company meet to do important business,Il faut que j'aille à la salle de conférence. Où est la salle de conférence ?,Devo recarmi alla sala riunioni. Dov'è la sala riunioni?,Deshalb muss ich in den Sitzungssaal. Wo ist der Sitzungssaal?,"Por lo tanto, debo llegar a la sala de juntas. ¿Dónde está la sala de juntas?","Por lo tanto, debo llegar a la sala de juntas. ¿Dónde está la sala de juntas?",빨리 회의실에 가야 합니다. 회의실은 어디죠?,,だから早く役員会議室に行かなくては。会議室はどこです？,"Portanto, preciso ir para a sala de reuniões. Onde fica a sala de reuniões?",所以我必须找到会议室。请问会议室在哪？,所以，我得去會議室。會議室在哪呢？,,,,,
Business1_RAW-0003-Choice,Business1_RAW-0003-Choice,Это чайная. Тут нет зала заседаний.,,C'est un salon de thé ici. Il n'y a pas de salle de conférence.,Questa è una bottega del tè. Non c'è nessuna sala riunioni.,Das hier ist ein Teeladen. Wir haben keinen Sitzungssaal.,Esto es una tienda de té. No hay sala de juntas.,Esto es una tienda de té. No hay sala de juntas.,여긴 찻집인데요. 회의실은 없어요.,,ここはティーハウスだ。役員会議室なんてない。,Essa é uma casa de chá. Não tem sala de reuniões.,这里是茶馆。没有会议室。,這是一間茶屋。沒有會議室。,,,,,
Business1_RAW-0004-Choice,Business1_RAW-0004-Choice,"О, он вон там. [неопределённо махнуть рукой]",the line in brackets indicates that Alta is gesturing around vaguely with her arm,"Ah, c'est par là. [geste vague]","Oh, è di là. [con un gesto vago]","Oh, der ist da drüben. [Gestikuliere vage.]","Ah, está por ahí. [Gesto vago]","Ah, está por ahí. [Gesto cansino]","아, 저기예요. [애매하게 가리키며]",,ああ、それならあっちだ。[適当に指し示す],"Ah, fica ali. [gesticular vagamente]",哦，在那边。[含糊指出方向],噢，就在那裡。[稍微比劃],,,,,
Business1_RAW-0005-Jerry,Business1_RAW-0005-Jerry,"Понятно. Значит, зал заседаний не здесь?",From [0003-Choice],"D'accord. Donc, la salle de conférence n'est pas ici ?",Capisco. Quindi la sala riunioni non è qui?,Verstehe. Der Sitzungssaal ist also nicht hier?,Ya veo. ¿Entonces la sala de juntas no está aquí?,Ya veo. ¿Entonces la sala de juntas no está aquí?,그렇군요. 회의실이 없다고요?,,なるほど。ここには役員会議室がないのですね？,"Entendi. Então, a sala de reuniões não é aqui?",原来如此。会议室不在这里吗？,啊，我明白了。所以這裡沒有會議室？,,,,,
Business1_RAW-0006-Alta,Business1_RAW-0006-Alta,Верно. Не здесь.,,Exact. C'est pas ici.,Esatto. Non lo è.,Korrekt. Ist er nicht.,Correcto. No está aquí.,Correcto. No está aquí.,맞아요. 없어요.,,そうだ。あるわけない。,Correto. Não é.,没错。不在这里。,是的。沒有。,,,,,
Business1_RAW-0007-Jerry,Business1_RAW-0007-Jerry,Понятно. Что ж. Спасибо за информацию.,,Je vois. Bon d'accord. Merci pour l'information.,Capisco. Bene allora. Grazie per l'informazione.,Verstehe. Nun dann. Danke für die Information.,Ya veo. Bueno. Gracias por la información.,"Ya veo. Bueno, gracias por la información.",그렇군요. 그래요. 알려주셔서 감사합니다.,,なるほど。では失礼。情報に感謝します。,"Entendi. Bom, agradeço pelas informações.",原来如此。好吧。多谢告知。,我懂了。好吧。感謝你的回答。,,,,,
Business1_RAW-0008-Jerry,Business1_RAW-0008-Jerry,"А, понятно. Спасибо за информацию. Я сейчас туда пойду.",From [0004-Choice],"Ah, je vois. Merci pour l'information. Il faut que j'y aille.","Ah, capisco. Grazie per l'informazione. Vado subito.","Ah, ich verstehe. Danke für die Information. Dann gehe ich da jetzt hin.","Ah, entiendo. Gracias por la información. Iré allí ahora.","Ah, entiendo. Gracias por la información. Voy para allá ahora.","아, 그렇군요. 알려주셔서 감사합니다. 어서 가야겠네요.",,ああ、なるほど。どうもありがとう。行ってみます。,"Ah, entendi. Agradeço pelas informações. Vou até lá agora.",啊，原来如此。多谢告知。我马上就去。,啊，我明白了。感謝你的回答。我現在就過去。,,,,,
Business1_RAW-0009-Alta,Business1_RAW-0009-Alta,"Вы, эм, хотите чаю?",,Tu veux… euh… du thé ?,Vuoi… del tè?,"Möchtest du, äh, Tee?",¿Quieres... té?,¿Quieres... té?,"혹시 음, 차 드릴까요?",,あの…お茶はどう？,"Você, ahm, quer chá?",呃，你要茶吗？,你想要，呃，來杯茶嗎？,,,,,
Business1_RAW-0010-Jerry,Business1_RAW-0010-Jerry,"Нет, я не пью чай. Но я возьму один кофе, спасибо.",,"Non, je ne bois pas de thé. Mais je prendrai un café, s'il te plaît.","No, non bevo tè. Ma prenderò un caffè, grazie.","Nein, ich trinke keinen Tee. Aber ich nehme einen Kaffee, danke.","No, no tomo té. Pero tomaré un café, gracias.","No, no tomo té. Pero me tomaré un café. Gracias.","아니요, 차는 안 마셔요. 커피로 부탁해요. 감사합니다.",,いえ、お茶は飲まないので。でもコーヒーならいただきます。,"Não, não bebo chá. Mas aceito um café, obrigado.",不，我不喝茶。但我想来杯咖啡，谢谢。,不了，我不喝茶。但我想喝杯咖啡，謝囉。,,,,,
