,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business3_RAW-0000-Customer,Business3_RAW-0000-Customer,Приветствую.,,Salut.,Ehilà.,Hallo.,Hola.,Hola.,안녕하세요.,,どーも。,Oi.,哈啰。,哈囉。,,,,,
Business3_RAW-0001-Alta,Business3_RAW-0001-Alta,"Погодите, вы... {{Ларри}}? Или, эм... {{Джерри}}? Кто из них вы??",,"Attends, tu es... {{Larry}} ? Ou, euh… {{Jerry}} ? Tu es lequel ??","Aspetta, sei... {{Larry}}? Oppure... {{Jerry}}? Quale dei due?","Warte, bis du … {{Larry}} Oder, ähm … {{Jerry}}? Welcher bist du?","Un momento, ¿eres... {{Larry}}? ¿O, eh... {{Jerry}}? ¿Quién eres tú?","Un momento... ¿Eres... {{Larry}}? ¿O, eh... {{Jerry}}? ¿Quién eres tú?","잠깐, 손님은... {{Larry}}? 아니면... {{Jerry}}인가? 둘 중 누구죠??",,あんたは…{{ラリー}}？ それとも…{{ジェリー}}？ どっちだ？,"Espera, você é o... {{Larry}}? Ou, ahm... o {{Jerry}}? Qual é você?",等等，你是……{{Larry}}？还是，呃……{{Jerry}}？你到底是哪个？,等一下，你是不是……{{Larry}}？或是，呃……{{Jerry}}？你是哪位？？,,,,,
Business3_RAW-0002-Customer,Business3_RAW-0002-Customer,Меня зовут {{Тэрри}}. Я хотел бы вашей помощи. Я ищу зал заседаний.,,Je suis {{Terry}}. J'aurais besoin de ton aide. Je cherche la salle de conférence.,Il mio nome è {{Terry}}. Ho bisogno del tuo aiuto. Sto cercando la sala riunioni.,Mein Name ist {{Terry}} Ich brauche deine Hilfe. Ich suche den Sitzungssaal.,Me llamo {{Terry}}. Necesito tu ayuda. Estoy buscando la sala de juntas.,Me llamo {{Terry}}. Necesito tu ayuda. Estoy buscando la sala de juntas.,제 이름은 {{Terry}}입니다. 좀 도와주셨으면 합니다. 회의실을 찾고 있어요.,,僕の名前は{{テリー}}。力を貸してください。役員会議室を探しているんです。,O meu nome é {{Terry}}. Eu gostaria da sua ajuda. Estou procurando pela sala de reuniões.,我的名字是{{Terry}}。请帮帮我。我在找会议室。,我的名字是{{Terry}}。我需要你的協助。我正在找會議室。,,,,,
Business3_RAW-0003-Choice,Business3_RAW-0003-Choice,"Дружище, а кто не ищет.",,"Comme tout le monde, mon gars.",Come tutti d'altronde.,"Kumpel, tun wir das nicht alle?","¿Y quién no, amigo?","Quién no, ¿eh?","그래요, 다들 회의실을 찾죠.",,まったく、みんな同じだな。,"Amigo, e não estamos todos?",伙计，大家都在找会议室。,兄弟，我們都在找會議室。,,,,,
Business3_RAW-0004-Choice,Business3_RAW-0004-Choice,"Ребята, здесь нет зала заседаний.",,"Ah, les gars, il n'y a pas de salle de conférence.","Ah, ancora con questa storia? Non c'è nessuna sala riunioni qui.","Jungs, hier gibt es keinen Sitzungssaal.","Chicos, aquí no hay ninguna sala de juntas.","Gente, no hay ninguna sala de juntas aquí.",여기 회의실 없다는데 다들 왜 그래요?,,あんたたち、ここには役員会議室なんてないよ。,"Pessoal, não tem sala de reuniões aqui.",大家听我说，这里没有会议室。,各位，這裡並沒有會議室。,,,,,
Business3_RAW-0005-Choice,Business3_RAW-0005-Choice,МЫ и есть зал заседаний.,,"La salle de conférence, c'est nous.",Siamo noi la sala riunioni.,WIR sind der Sitzungssaal.,Nosotros somos la sala de juntas.,SOMOS la sala de juntas.,우리가 있는 곳이 곧 회의실이죠.,,“私たち”が役員会議室だ。,NÓS somos a sala de reuniões.,我们就是会议室。,我們本身就是會議室。,,,,,
Business3_RAW-0006-Terry,Business3_RAW-0006-Terry,"Возможно. Среди тех из нас, кто ищет зал заседаний, да, мы все ищем зал заседаний.",From [0003-Choice],"Sans doute. Je fais partie de ceux qui cherchent la salle de conférence. Oui, on cherche tous la salle de conférence.","Senza dubbio. Tra quelli di noi che cercano la sala riunioni, sì, stiamo tutti cercando la sala riunioni.","Vielleicht. Unter uns, die nach dem Sitzungssaal suchen, ja, wir suchen alle nach dem Sitzungssaal.","Tal vez. Entre los que estamos buscando la sala de juntas, sí, todos estamos buscando la sala de juntas.","Tal vez. Entre quienes estamos buscando la sala de juntas, sí, todos estamos buscando la sala de juntas.",맞아요. 회의실을 찾는 사람들은 다들 회의실을 찾고 있을 겁니다.,,そうでしょうね。役員会議室を探している人間は、皆同じ思いを抱いているはずです。,"Talvez. Entre aqueles de nós que estamos procurando a sala de reuniões, sim, estamos todos procurando a sala de reuniões.",也许吧。对正在寻找会议室的人而言，是的，我们都在找会议室。,或許吧。在尋找會議室的人們之中，沒錯，我們正在尋找會議室。,,,,,
Business3_RAW-0007-Terry,Business3_RAW-0007-Terry,"Вы ошибаетесь. Зал заседаний — это место, где я буду представлять свою презентацию.",From [0004-Choice],Tu fais erreur. La salle de conférence est l'endroit où je vais faire ma présentation.,Ti stai sbagliando. La sala riunioni è dove devo tenere la mia presentazione.,"Du irrst dich. Der Sitzungssaal ist da, wo ich meine Präsentation abliefern werde.",Te equivocas. La sala de juntas es donde haré mi presentación.,Te equivocas. La sala de juntas es en donde haré mi presentación.,잘못 아셨습니다. 회의실에서 제가 프레젠테이션을 진행할 예정인데요.,,誤解しないで。役員会議室は僕がプレゼンを行う場所です。,Você está enganada. A sala de reuniões fica onde vou fazer a minha apresentação.,你弄错了。会议室是我发表演讲的地方。,你錯了。我是要在會議室發表報告的。,,,,,
Business3_RAW-0008-Terry,Business3_RAW-0008-Terry,"Я не понимаю. Вы говорите, что все люди — это зал заседаний? Или только вы и я?",From [0005-Choice],Je ne comprends pas. Tu prétends que tout le monde est la salle de conférence ? Ou uniquement toi et moi ?,Non capisco. Stai dicendo che tutte le persone sono la sala delle riunioni? O solo io e te?,"Ich verstehe nicht. Meinst du etwa, dass alle Menschen der Sitzungssaal sind? Oder einfach nur du und ich?",No lo entiendo. ¿Estás diciendo que todas las personas son la sala de juntas? ¿O simplemente tú y yo?,No lo entiendo. ¿Estás diciendo que todas las personas son la sala de juntas? ¿O te refieres a ti y a mí?,무슨 말씀이신지... 사람이 있는 곳은 어디나 회의실이라는 건가요? 아니면 우리 두 사람이 있는 곳이...?,,わからないな。人類は皆、役員会議室という意味ですか？ それとも単に、あなたと私だけ？,Não entendo. Você está me dizendo que todas as pessoas estão na sala de reuniões? Ou só eu e você?,我没听明白。你是说所有人都是会议室吗？还是就你和我？,我不懂。你的意思是，所有人都是會議室嗎？還是只有你和我？,,,,,
Business3_RAW-0009-Choice,Business3_RAW-0009-Choice,Все.,,Tout le monde.,Tutti.,Alle.,Todo el mundo.,Todo el mundo.,사람이 있는 곳은 어디나요.,,人類だ。,Todas.,所有人。,每個人。,,,,,
